date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:21:15	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300-gzip%22	https://amandoyoga.cl/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-includes/js/jquery/jquery.minaf6c.js	(from https://amandoyoga.cl/)
15:21:16	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80-gzip%22	https://amandoyoga.cl/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://amandoyoga.cl/)
15:21:16	15246/15246	---M-Z	200	added ('OK')	application/javascript	etag:%223b8e-5ed0aacd830a8-gzip%22	https://amandoyoga.cl/wp-content/themes/blade/js/modernizr.custom.js?ver=2.8.3	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade/js/modernizr.customf7ff.js	(from https://amandoyoga.cl/)
15:21:17	108491/108491	---MCZ	200	added ('OK')	application/json	date:Tue,%2013%20May%202025%2019:21:10%20GMT	https://amandoyoga.cl/wp-json/wp/v2/pages/29	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-json/wp/v2/pages/29.json	(from https://amandoyoga.cl/)
15:21:17	177056/177056	---MCZ	200	added ('OK')	application/json	date:Tue,%2013%20May%202025%2019:21:10%20GMT	https://amandoyoga.cl/wp-json/	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-json/index.html	(from https://amandoyoga.cl/)
15:21:17	792/792	---M-Z	200	added ('OK')	text/xml	date:Tue,%2013%20May%202025%2019:21:10%20GMT	https://amandoyoga.cl/xmlrpc.php?rsd	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/xmlrpc0db0.php	(from https://amandoyoga.cl/)
15:21:17	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0-gzip%22	https://amandoyoga.cl/wp-includes/wlwmanifest.xml	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-includes/wlwmanifest.xml	(from https://amandoyoga.cl/)
15:21:17	2373/2373	---MCZ	200	added ('OK')	application/json	date:Tue,%2013%20May%202025%2019:21:11%20GMT	https://amandoyoga.cl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Famandoyoga.cl%2F	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-json/oembed/1.0/embedcb9c.json	(from https://amandoyoga.cl/)
15:21:17	2445/2445	---M-Z	200	added ('OK')	text/xml	date:Tue,%2013%20May%202025%2019:21:11%20GMT	https://amandoyoga.cl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Famandoyoga.cl%2F&format=xml	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-json/oembed/1.0/embed20fb	(from https://amandoyoga.cl/)
15:21:18	16303/16303	---M--	200	added ('OK')	image/png	etag:%223faf-5ecf6c853639a%22	https://amandoyoga.cl/wp-content/uploads/2022/10/favicon-100x100.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/10/favicon-100x100.png	(from https://amandoyoga.cl/)
15:21:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20May%202025%2019:21:12%20GMT	http://amandoyoga.cl/wp-content/uploads/2022/10/Logo.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/10/Logo.17.delayed	(from https://amandoyoga.cl/)
15:21:19	21786/21786	---M--	200	added ('OK')	image/png	etag:%22551a-5eb7b823191f8%22	https://amandoyoga.cl/wp-content/uploads/2022/10/favicon.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/10/favicon.png	(from https://amandoyoga.cl/)
15:21:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20May%202025%2019:21:13%20GMT	http://amandoyoga.cl/wp-content/themes/blade/images/logos/logo-light.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade/images/logos/logo-light.png	(from https://amandoyoga.cl/)
15:21:20	72003/72003	---M--	200	added ('OK')	image/png	etag:%2211943-5eb7b823cccf8%22	https://amandoyoga.cl/wp-content/uploads/2022/10/Logo.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/10/Logo.png	(from https://amandoyoga.cl/)
15:21:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20May%202025%2019:21:14%20GMT	http://amandoyoga.cl/wp-content/themes/blade/images/logos/logo-dark.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade/images/logos/logo-dark.png	(from https://amandoyoga.cl/)
15:21:22	3053/3053	---M--	200	added ('OK')	image/png	etag:%22bed-5ed0aacd81168%22	https://amandoyoga.cl/wp-content/themes/blade/images/logos/logo-light.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade/images/logos/logo-light.png	(from https://amandoyoga.cl/)
15:21:22	3055/3055	---M--	200	added ('OK')	image/png	etag:%22bef-5ed0aacd81168%22	https://amandoyoga.cl/wp-content/themes/blade/images/logos/logo-dark.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade/images/logos/logo-dark.png	(from https://amandoyoga.cl/)
15:21:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20May%202025%2019:21:16%20GMT	http://amandoyoga.cl/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://amandoyoga.cl/)
15:21:23	68/68	---M--	200	added ('OK')	image/png	etag:%2244-5ed0abc4f685a%22	https://amandoyoga.cl/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://amandoyoga.cl/)
15:21:23	27096/27096	---M--	200	added ('OK')	image/png	etag:%2269d8-5eb7b8232ca78%22	https://amandoyoga.cl/wp-content/uploads/2022/10/favicon-150x150.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/10/favicon-150x150.png	(from https://amandoyoga.cl/)
15:21:24	296220/296220	---M--	200	added ('OK')	image/png	etag:%224851c-5edc534c53bcc%22	https://amandoyoga.cl/wp-content/uploads/2022/11/Arriendos-1366x235.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/Arriendos-1366x235.png	(from https://amandoyoga.cl/)
15:21:24	933284/933284	---M--	200	added ('OK')	image/png	etag:%22e3da4-5ed24fde6b10e%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F16.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F16.png	(from https://amandoyoga.cl/)
15:21:24	695463/695463	---M--	200	added ('OK')	image/png	etag:%22a9ca7-5ed24fa1da3a0%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F3.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F3.png	(from https://amandoyoga.cl/)
15:21:24	1034229/1034229	---M--	200	added ('OK')	image/png	etag:%22fc7f5-5ed24fb31170e%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F6.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F6.png	(from https://amandoyoga.cl/)
15:21:26	556508/556508	---M--	200	added ('OK')	image/png	etag:%2287ddc-5ed24fd685965%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F14.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F14.png	(from https://amandoyoga.cl/)
15:21:26	839387/839387	---M--	200	added ('OK')	image/png	etag:%22ccedb-5ed24fcc9e702%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F12.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F12.png	(from https://amandoyoga.cl/)
15:21:26	1081170/1081170	---M--	200	added ('OK')	image/png	etag:%22107f52-5ed24fbd219b0%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F9.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F9.png	(from https://amandoyoga.cl/)
15:21:26	950973/950973	---M--	200	added ('OK')	image/png	etag:%22e82bd-5ed24fe6779b6%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F17.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F17.png	(from https://amandoyoga.cl/)
15:21:26	1040023/1040023	---M--	200	added ('OK')	image/png	etag:%22fde97-5ed24fdb2a0f7%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F15.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F15.png	(from https://amandoyoga.cl/)
15:21:27	990854/990854	---M--	200	added ('OK')	image/png	etag:%22f1e86-5ed24fd25d231%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F13.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F13.png	(from https://amandoyoga.cl/)
15:21:27	979665/979665	---M--	200	added ('OK')	image/png	etag:%22ef2d1-5ed24fc6eb753%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F11.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F11.png	(from https://amandoyoga.cl/)
15:21:27	893435/893435	---M--	200	added ('OK')	image/png	etag:%22da1fb-5ed24fc084ca6%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F10.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F10.png	(from https://amandoyoga.cl/)
15:21:27	1181972/1181972	---M--	200	added ('OK')	image/png	etag:%22120914-5ed24fb9e3879%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F8.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F8.png	(from https://amandoyoga.cl/)
15:21:28	1145994/1145994	---M--	200	added ('OK')	image/png	etag:%22117c8a-5ed24fb71f862%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F7.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F7.png	(from https://amandoyoga.cl/)
15:21:28	792326/792326	---M--	200	added ('OK')	image/png	etag:%22c1706-5ed24facc42a0%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F5.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F5.png	(from https://amandoyoga.cl/)
15:21:28	614551/614551	---M--	200	added ('OK')	image/png	etag:%2296097-5ed24f95283c6%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F1.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F1.png	(from https://amandoyoga.cl/)
15:21:29	1004094/1004094	---M--	200	added ('OK')	image/png	etag:%22f523e-5ed24f9c736b1%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F2.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F2.png	(from https://amandoyoga.cl/)
15:21:29	1197671/1197671	---M--	200	added ('OK')	image/png	etag:%22124667-5ed24faa15a48%22	https://amandoyoga.cl/wp-content/uploads/2022/11/AY-F4.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/AY-F4.png	(from https://amandoyoga.cl/)
15:21:29	360368/360368	---M--	200	added ('OK')	image/png	etag:%2257fb0-5ed0d41b11cb2%22	https://amandoyoga.cl/wp-content/uploads/2022/11/Terapias.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/Terapias.png	(from https://amandoyoga.cl/)
15:21:29	6267/6267	---M--	200	added ('OK')	image/png	etag:%22187b-5ed86c447ca2f%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/acupuntura.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/acupuntura.png	(from https://amandoyoga.cl/)
15:21:30	30126/30126	---M--	200	added ('OK')	image/png	etag:%2275ae-5ed86c435c8d2%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Virginia-Castro.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Virginia-Castro.png	(from https://amandoyoga.cl/)
15:21:30	6716/6716	---M--	200	added ('OK')	image/png	etag:%221a3c-5ed86c445592f%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/biomagnetismo.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/biomagnetismo.png	(from https://amandoyoga.cl/)
15:21:30	10884/10884	---M--	200	added ('OK')	image/png	etag:%222a84-6147fe4aef66b%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/fonoaudiologia.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/fonoaudiologia.png	(from https://amandoyoga.cl/)
15:21:31	278366/278366	---M--	200	added ('OK')	image/png	etag:%2243f5e-6147feb9aa97d%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Jennifer-Far%c3%adas.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Jennifer-Far%c3%adas.png	(from https://amandoyoga.cl/)
15:21:31	4655/4655	---M--	200	added ('OK')	image/png	etag:%22122f-5ed86c444fb6f%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/kinesionologia.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/kinesionologia.png	(from https://amandoyoga.cl/)
15:21:34	32456/32456	---M--	200	added ('OK')	image/png	etag:%227ec8-5ed86c441fdd0%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Maria-Loreto-Diaz-Aguilera.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Maria-Loreto-Diaz-Aguilera.png	(from https://amandoyoga.cl/)
15:21:34	151/151	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2013%20May%202025%2019:21:28%20GMT	https://amandoyoga.cl/cdn-cgi/l/email-protection	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/cdn-cgi/l/email-protection	(from https://amandoyoga.cl/)
15:21:34	8248/8248	---M--	200	added ('OK')	image/png	etag:%222038-5ed86c443b34f%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/psicologia.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/psicologia.png	(from https://amandoyoga.cl/)
15:21:35	34117/34117	---M--	200	added ('OK')	image/png	etag:%228545-5ed86c43e5450%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Cynthia-Christensen.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Cynthia-Christensen.png	(from https://amandoyoga.cl/)
15:21:35	37698/37698	---M--	200	added ('OK')	image/png	etag:%229342-5ed86c440f430%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Paula-Meric.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Paula-Meric.png	(from https://amandoyoga.cl/)
15:21:35	34847/34847	---M--	200	added ('OK')	image/png	etag:%22881f-5ed86c435f7b2%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Monica-Villavicencio.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Monica-Villavicencio.png	(from https://amandoyoga.cl/)
15:21:36	335258/335258	---M--	200	added ('OK')	image/png	etag:%2251d9a-6147f98d8abdd%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Fernanda-Casta%c3%b1eda.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Fernanda-Casta%c3%b1eda.png	(from https://amandoyoga.cl/)
15:21:36	240911/240911	---M--	200	added ('OK')	image/png	etag:%223ad0f-631e02daf40f8%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Katherine-Esparza.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Katherine-Esparza.png	(from https://amandoyoga.cl/)
15:21:36	269815/269815	---M--	200	added ('OK')	image/png	etag:%2241df7-6147f98df04e5%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Natalia-Villanueva.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Natalia-Villanueva.png	(from https://amandoyoga.cl/)
15:21:36	7191/7191	---M--	200	added ('OK')	image/png	etag:%221c17-5ed86c446dfcf%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/reflexologia.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/reflexologia.png	(from https://amandoyoga.cl/)
15:21:37	5214/5214	---M--	200	added ('OK')	image/png	etag:%22145e-5ed86c449318e%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/reiki.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/reiki.png	(from https://amandoyoga.cl/)
15:21:37	275602/275602	---M--	200	added ('OK')	image/png	etag:%2243492-62512e57fcb9c%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Andrea-Zamora.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Andrea-Zamora.png	(from https://amandoyoga.cl/)
15:21:37	5735/5735	---M--	200	added ('OK')	image/png	etag:%221667-5ed86c448666e%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/sonoterapia.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/sonoterapia.png	(from https://amandoyoga.cl/)
15:21:37	28427/28427	---M--	200	added ('OK')	image/png	etag:%226f0b-5edfb2bb99bd2%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Paulo-Andrades-Bustos-v2.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Paulo-Andrades-Bustos-v2.png	(from https://amandoyoga.cl/)
15:21:38	4210/4210	---M--	200	added ('OK')	image/png	etag:%221072-5ed86c446726f%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/ventosas.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/ventosas.png	(from https://amandoyoga.cl/)
15:21:38	7837/7837	---M--	200	added ('OK')	image/png	etag:%221e9d-62512e57cdd9c%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/chakras.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/chakras.png	(from https://amandoyoga.cl/)
15:21:39	237163/237163	---M--	200	added ('OK')	image/png	etag:%2239e6b-5ed0ec1c158fd%22	https://amandoyoga.cl/wp-content/uploads/2022/11/Masajes-1366x235.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/Masajes-1366x235.png	(from https://amandoyoga.cl/)
15:21:39	12106/12106	---M--	200	added ('OK')	image/png	etag:%222f4a-5ed86c44cbbce%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/masaje-descontracturante.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/masaje-descontracturante.png	(from https://amandoyoga.cl/)
15:21:39	10056/10056	---M--	200	added ('OK')	image/png	etag:%222748-5ed86c44e232d%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/masaje-craneal.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/masaje-craneal.png	(from https://amandoyoga.cl/)
15:21:40	9992/9992	---M--	200	added ('OK')	image/png	etag:%222708-5ed86c44d774e%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/masaje-relajacion.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/masaje-relajacion.png	(from https://amandoyoga.cl/)
15:21:40	244525/244525	---M--	200	added ('OK')	image/png	etag:%223bb2d-6147f98e444ab%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/Teresa-Silva.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/Teresa-Silva.png	(from https://amandoyoga.cl/)
15:21:40	6303/6303	---M--	200	added ('OK')	image/png	etag:%22189f-5ed86c44c0fee%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/masaje-tailandes.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/masaje-tailandes.png	(from https://amandoyoga.cl/)
15:21:41	354153/354153	---M--	200	added ('OK')	image/png	etag:%2256769-5ed0ec13f1953%22	https://amandoyoga.cl/wp-content/uploads/2022/11/Yoga-1366x235.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/uploads/2022/11/Yoga-1366x235.png	(from https://amandoyoga.cl/)
15:21:41	7704/7704	---M--	200	added ('OK')	image/png	etag:%221e18-5ed86c44ecf0d%22	https://amandoyoga.cl/wp-content/themes/blade-child/img/hatha-yoga.png	C:/Mis%20lugares%20Web/amandoyoga/amandoyoga.cl/wp-content/themes/blade-child/img/hatha-yoga.png	(from https://amandoyoga.cl/)
